uniqueID,Lat,Long,BuildCost,ProfitNPV,Industry,ProductGroup,BuildingType,NetStatus,isClosesd,isWon,StreetAddress
0,34.0953,-84.2587,"23,234.08","13,492.84",Professional Services,IP Services,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
1,34.0811,-84.2566,"31,202.32","23,820.40",Professional Services,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,900 N Point Pkwy Alpharetta GA 30005
2,34.0706,-84.2597,"17,736.40","17,763.35",Professional Services,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,3655 North Point Pkwy Alpharetta GA 30005
3,34.0953,-84.2587,"23,234.08","44,655.12",Professional Services,IP Services,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
4,34.0953,-84.2587,"23,234.08","19,524.32",Professional Services,IP Services,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
5,34.0865,-84.2678,"19,409.20","16,703.23",Government,IP Services,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
6,34.0865,-84.2678,"19,409.20","20,139.85",Government,IP Services,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
7,34.0865,-84.2678,"19,409.20","35,358.93",Government,IP Services,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
8,34.0865,-84.2678,"19,409.20","75,962.68",Government,IP Services,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
9,34.0407,-84.2881,"47,413.84","19,524.32",Other Industry,IP Services,Office - Single Tenant,On Zayo Network,null,null,4500 Mansell Rd Alpharetta GA 30022
10,34.0407,-84.2881,"47,413.84","37,786.04",Other Industry,IP Services,Office - Single Tenant,On Zayo Network,null,null,4500 Mansell Rd Alpharetta GA 30022
11,34.0971,-84.2458,"18,890.20","69,025.12",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1255 Alderman Dr Alpharetta GA 30005
12,34.0576,-84.2917,"98,026.48","56,297.38",Professional Services,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,2400 Lakeview Pkwy Alpharetta GA 30009
13,34.084,-84.2537,"11,350.60","31,728.30",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
14,34.084,-84.2537,"11,350.60","55,116.89",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
15,34.0724,-84.2604,"31,099.60","80,140.54",Finance,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,3460 Preston Ridge Rd Alpharetta GA 30005
16,34.0724,-84.2604,"31,099.60","80,140.54",Finance,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,3460 Preston Ridge Rd Alpharetta GA 30005
17,34.0952,-84.2356,"35,322.64","23,015.96",Professional Services,Wavelengths - Metro,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
18,34.0952,-84.2356,"35,322.64","16,316.33",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
19,34.1033,-84.2149,"23,284.00","14,264.39",Other Industry,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,1865 McFarland Pkwy Alpharetta GA 30005
20,34.0622,-84.2491,"20,143.90","20,442.32",Media & Content,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,3750 Brookside Pkwy Alpharetta GA 30022
21,34.0758,-84.2642,"36,721.60","49,726.13",Media & Content,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
22,34.0758,-84.2642,"36,721.60","20,442.32",Media & Content,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
23,34.0758,-84.2642,"36,721.60","27,215.67",Telecommunications,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
24,34.0596,-84.2459,"23,038.60","14,701.33",Telecommunications,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,4325 Alexander Dr Alpharetta GA 30022
25,34.0634,-84.2726,"61,306.72","25,566.09",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
26,34.0865,-84.2678,"19,409.20","96,430.96",Telecommunications,Dark Fiber - Metro,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
27,34.0865,-84.2678,"19,409.20","144,779.17",Telecommunications,Dark Fiber - Metro,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
28,34.0826,-84.2676,"47,923.36","77,372.28",Telecommunications,Ethernet,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
29,34.0826,-84.2676,"47,923.36","37,175.54",Telecommunications,Ethernet,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
30,34.0826,-84.2676,"47,923.36","25,251.93",Finance,Wavelengths - Metro,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
31,34.0596,-84.2459,"23,038.60","9,296.33",Media & Content,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,4325 Alexander Dr Alpharetta GA 30022
32,34.084,-84.2537,"11,350.60","14,742.50",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
33,34.0952,-84.2356,"35,322.64","35,883.10",Professional Services,Wavelengths - Long Haul,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
34,34.0952,-84.2356,"35,322.64","60,582.08",Professional Services,Wavelengths - Long Haul,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
35,34.0952,-84.2356,"35,322.64","94,619.16",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
36,34.0952,-84.2356,"35,322.64","70,869.78",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
37,34.0952,-84.2356,"35,322.64","51,784.67",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
38,34.0952,-84.2356,"35,322.64",0,Professional Services,Wavelengths - Long Haul,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
39,34.0952,-84.2356,"35,322.64","47,907.99",Professional Services,Wavelengths - Long Haul,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
40,34.0952,-84.2356,"35,322.64","70,869.78",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
41,34.0952,-84.2356,"35,322.64","38,786.73",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
42,34.0952,-84.2356,"35,322.64","38,786.73",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
43,34.0758,-84.2642,"36,721.60","17,627.55",Other Industry,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
44,34.0758,-84.2642,"36,721.60","27,898.98",Other Industry,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
45,34.0758,-84.2642,"36,721.60","24,615.48",Other Industry,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
46,34.0758,-84.2642,"36,721.60","13,737.75",Other Industry,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
47,34.0758,-84.2642,"36,721.60","50,282.58",Other Industry,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
48,34.0758,-84.2642,"36,721.60","5,496.59",Other Industry,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
49,34.0758,-84.2642,"36,721.60","5,271.69",Other Industry,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
50,34.0758,-84.2642,"36,721.60","13,003.93",Other Industry,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
51,34.0758,-84.2642,"36,721.60","55,340.03",Other Industry,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
52,34.0758,-84.2642,"36,721.60","60,267.65",Other Industry,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
53,34.0588,-84.2902,"90,486.88","10,445.96",Telecommunications,Wavelengths - Metro,Office - Multi Tenant,Not on Zayo Network,null,null,2300 Lakeview Pkwy Alpharetta GA 30009
54,34.0634,-84.2726,"61,306.72","125,977.82",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
55,34.084,-84.2537,"11,350.60","21,779.83",Other Industry,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
56,34.0865,-84.2678,"19,409.20","64,008.50",Telecommunications,SONET,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
57,34.0644,-84.256,"20,424.70","16,664.91",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,3625 Brookside Pkwy Alpharetta GA 30022
58,34.0636,-84.2557,"23,804.20","16,230.48",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,3655 Brookside Pkwy Alpharetta GA 30022
59,34.0636,-84.2557,"23,804.20","12,924.37",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,3655 Brookside Pkwy Alpharetta GA 30022
60,34.0636,-84.2557,"23,804.20","8,885.36",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,3655 Brookside Pkwy Alpharetta GA 30022
61,34.0758,-84.2642,"36,721.60","32,885.14",Telecommunications,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
62,34.0758,-84.2642,"36,721.60","136,716.01",Telecommunications,Dark Fiber - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
63,34.058,-84.2681,"13,213.60","15,794.62",null,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,4550 N Point Pkwy Alpharetta GA 30022
64,34.058,-84.2681,"13,213.60","14,019.61",null,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,4550 N Point Pkwy Alpharetta GA 30022
65,34.084,-84.2537,"11,350.60","103,080.25",Other Industry,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
66,34.084,-84.2537,"11,350.60","141,968.10",Other Industry,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
67,34.0636,-84.2885,"96,929.20","35,778.55",Telecommunications,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,11625 Rainwater Dr Alpharetta GA 30009
68,34.0393,-84.2918,"22,608.88","19,168.81",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,3820 Mansell Rd Alpharetta GA 30022
69,34.0393,-84.2918,"22,608.88","14,701.34",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,3820 Mansell Rd Alpharetta GA 30022
70,34.084,-84.2537,"11,350.60","17,303.79",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
71,34.0634,-84.2726,"61,306.72","40,331.93",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
72,34.0634,-84.2726,"61,306.72","19,181.38",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
73,34.0634,-84.2726,"61,306.72","10,257.62",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
74,34.0634,-84.2726,"61,306.72",0,IT Infrastructure,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
75,34.104,-84.2403,"32,047.60","41,494.77",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,1725 Windward Concourse Alpharetta GA 30005
76,34.0758,-84.2642,"36,721.60","22,588.48",IT Infrastructure,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
77,34.0758,-84.2642,"36,721.60","33,911.15",IT Infrastructure,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
78,34.0758,-84.2642,"36,721.60","101,156.86",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
79,34.0758,-84.2642,"36,721.60","52,941.12",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
80,34.0758,-84.2642,"36,721.60","48,230.65",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
81,34.0758,-84.2642,"36,721.60","48,230.65",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
82,34.0758,-84.2642,"36,721.60","29,053.11",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
83,34.0758,-84.2642,"36,721.60","11,317.13",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
84,34.0758,-84.2642,"36,721.60","11,317.13",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
85,34.0758,-84.2642,"36,721.60","11,187.10",IT Infrastructure,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
86,34.0758,-84.2642,"36,721.60","69,582.06",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
87,34.0758,-84.2642,"36,721.60","11,687.51",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
88,34.084,-84.2537,"11,350.60",0,Professional Services,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
89,34.084,-84.2537,"11,350.60",0,Professional Services,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
90,34.0953,-84.2587,"23,234.08","18,868.97",Telecommunications,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
91,34.0953,-84.2587,"23,234.08","22,805.07",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
92,34.0758,-84.2642,"36,721.60","27,215.67",Telecommunications,Wavelengths - Metro,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
93,34.084,-84.2537,"11,350.60","56,715.53",Telecommunications,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
94,34.084,-84.2537,"11,350.60","58,215.80",Telecommunications,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
95,34.0758,-84.2642,"36,721.60","59,912.05",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
96,34.0634,-84.2726,"61,306.72","17,144.36",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
97,34.084,-84.2537,"11,350.60","65,351.82",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
98,34.084,-84.2537,"11,350.60",0,Telecommunications,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
99,34.0383,-84.29,"23,223.04","16,783.65",null,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,3875 Mansell Rd Alpharetta GA 30022
100,34.0758,-84.2642,"36,721.60","56,801.89",null,Ethernet,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
101,34.0758,-84.2642,"36,721.60","14,970.89",null,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
102,34.0758,-84.2642,"36,721.60","12,739.14",Other Industry,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
103,34.0634,-84.2726,"61,306.72","28,704.61",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
104,34.0596,-84.2459,"23,038.60","9,296.20",Telecommunications,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,4325 Alexander Dr Alpharetta GA 30022
105,34.0634,-84.2726,"61,306.72","23,716.85",Professional Services,Wavelengths - Long Haul,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
106,34.0952,-84.2356,"35,322.64","16,316.33",Professional Services,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
107,34.0952,-84.2356,"35,322.64","23,015.96",Professional Services,Wavelengths - Metro,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
108,34.1,-84.2387,"22,944.64","41,838.20",Finance,Ethernet,Retail - Single Tenant,On Zayo Network,null,null,1505 Windward Concourse Alpharetta GA 30005
109,34.1121,-84.2341,"74,085.28","12,843.01",IT Infrastructure,Ethernet,Retail - Single Tenant,Not on Zayo Network,null,null,1500 Bluegrass Lakes Pkwy Alpharetta GA 30004
110,34.1121,-84.2341,"74,085.28","12,843.01",IT Infrastructure,Ethernet,Retail - Single Tenant,Not on Zayo Network,null,null,1500 Bluegrass Lakes Pkwy Alpharetta GA 30004
111,34.0362,-84.3195,"40,564.96","65,412.52",IT Infrastructure,IP Services,Office - Multi Tenant,On Zayo Network,null,null,10540 Duke Dr Alpharetta GA 30009
112,34.084,-84.2537,"11,350.60","66,068.41",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
113,34.084,-84.2537,"11,350.60","14,742.50",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
114,34.0826,-84.2676,"47,923.36","32,280.25",Telecommunications,Ethernet,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
115,34.0826,-84.2676,"47,923.36","16,304.16",Telecommunications,IP Services,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
116,34.0644,-84.256,"20,424.70","11,061.92",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,3625 Brookside Pkwy Alpharetta GA 30022
117,34.0953,-84.2587,"23,234.08","54,860.04",Telecommunications,IP Services,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
118,34.0826,-84.2676,"47,923.36","38,087.10",Telecommunications,IP Services,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
119,34.0826,-84.2676,"47,923.36","38,863.02",Telecommunications,IP Services,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
120,34.0826,-84.2676,"47,923.36","54,898.36",Telecommunications,IP Services,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
121,34.0826,-84.2676,"47,923.36","54,898.36",Telecommunications,IP Services,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
122,34.0407,-84.2881,"47,413.84","13,492.84",Telecommunications,IP Services,Office - Single Tenant,On Zayo Network,null,null,4500 Mansell Rd Alpharetta GA 30022
123,34.0634,-84.2726,"61,306.72","14,966.86",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
124,34.0634,-84.2726,"61,306.72","14,932.09",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
125,34.0826,-84.2676,"47,923.36","14,670.97",Telecommunications,IP Services,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
126,34.0826,-84.2676,"47,923.36","30,146.45",Telecommunications,Wavelengths - Long Haul,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
127,34.0826,-84.2676,"47,923.36","38,843.86",Telecommunications,Ethernet,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
128,34.0865,-84.2678,"19,409.20","20,139.85",Media & Content,IP Services,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
129,34.0865,-84.2678,"19,409.20","23,772.85",Media & Content,IP Services,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
130,34.096,-84.2475,"19,144.30","10,411.46",Telecommunications,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1100 Alderman Dr Alpharetta GA 30005
131,34.0971,-84.2458,"18,890.20","11,218.22",Telecommunications,Ethernet,Office - Single Tenant,On Zayo Network,null,null,1255 Alderman Dr Alpharetta GA 30005
132,34.0952,-84.2356,"35,322.64","35,883.10",IT Infrastructure,Wavelengths - Long Haul,Office - Single Tenant,On Zayo Network,null,null,1650 Union Hill Rd Alpharetta GA 30005
133,34.084,-84.2537,"11,350.60","13,172.43",Professional Services,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
134,34.0576,-84.2917,"98,026.48","56,297.43",Professional Services,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,2400 Lakeview Pkwy Alpharetta GA 30009
135,34.0315,-84.2907,"16,338.70","65,450.83",Telecommunications,IP Services,Mobile Service Center,On Zayo Network,null,null,10300 Old Alabama Rd Con Alpharetta GA 30022
136,34.0654,-84.2898,"79,745.44","28,709.87",IT Infrastructure,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,11675 Rainwater Dr Alpharetta GA 30009
137,34.102,-84.2104,"33,681.28","9,492.07",Media & Content,Ethernet,Office - Multi Tenant,Not on Zayo Network,null,null,220 Curie Dr Alpharetta GA 30005
138,34.0634,-84.2726,"61,306.72","341,860.20",Media & Content,Dark Fiber - Metro,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
139,34.0493,-84.2781,"28,423.36","13,135.96",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,30000 Mill Creek Ave Alpharetta GA 30022
140,34.0365,-84.2946,"19,576.00","13,275.09",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,3755 Mansell Rd Alpharetta GA 30022
141,34.0953,-84.2587,"23,234.08","26,056.84",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
142,34.0865,-84.2678,"19,409.20","53,303.67",Telecommunications,Ethernet,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
143,34.0865,-84.2678,"19,409.20","8,769.87",Telecommunications,Ethernet,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
144,34.0383,-84.29,"23,223.04","389,316.70",null,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,3875 Mansell Rd Alpharetta GA 30022
145,34.0383,-84.29,"23,223.04","13,748.87",null,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,3875 Mansell Rd Alpharetta GA 30022
146,34.0595,-84.2844,"81,417.52","45,925.32",null,IP Services,Clinic,Not on Zayo Network,null,null,2520 Northwinds Pkwy Alpharetta GA 30009
147,34.0595,-84.2844,"81,417.52","45,925.32",null,IP Services,Clinic,Not on Zayo Network,null,null,2520 Northwinds Pkwy Alpharetta GA 30009
148,34.0456,-84.2988,"23,499.40","35,334.13",null,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,100 North Point Ctr E Alpharetta GA 30022
149,34.0456,-84.2988,"23,499.40","14,893.53",null,IP Services,Office - Multi Tenant,Not on Zayo Network,null,null,100 North Point Ctr E Alpharetta GA 30022
150,34.0953,-84.2587,"23,234.08","52,681.27",null,IP Services,Office - Multi Tenant,On Zayo Network,null,null,13560 Morris Rd Alpharetta GA 30004
151,34.0758,-84.2642,"36,721.60","389,316.70",null,IP Services,Neutral Data Center,On Zayo Network,null,null,3200 Webb Bridge Rd Alpharetta GA 30005
152,34.0362,-84.3195,"40,564.96","22,927.39",IT Infrastructure,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,10540 Duke Dr Alpharetta GA 30009
153,34.0362,-84.3195,"40,564.96","23,298.14",IT Infrastructure,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,10540 Duke Dr Alpharetta GA 30009
154,34.0362,-84.3195,"40,564.96","28,455.84",IT Infrastructure,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,10540 Duke Dr Alpharetta GA 30009
155,34.0576,-84.2706,"20,797.60","57,716.41",Telecommunications,Ethernet,Office - Multi Tenant,On Zayo Network,null,null,11610 Great Oaks Way Alpharetta GA 30022
156,34.0576,-84.2706,"20,797.60","24,035.53",Telecommunications,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,11610 Great Oaks Way Alpharetta GA 30022
157,34.0576,-84.2706,"20,797.60","26,059.74",Telecommunications,Wavelengths - Metro,Office - Multi Tenant,On Zayo Network,null,null,11610 Great Oaks Way Alpharetta GA 30022
158,34.0826,-84.2676,"47,923.36",0,Telecommunications,Wavelengths - Long Haul,Private Data Center,On Zayo Network,null,null,2525 Westside Pkwy Alpharetta GA 30004
159,34.0634,-84.2726,"61,306.72","29,087.79",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,11650 Great Oaks Way Alpharetta GA 30022
160,34.084,-84.2537,"11,350.60","14,064.14",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
161,34.084,-84.2537,"11,350.60","14,064.14",Telecommunications,Ethernet,Neutral Data Center,On Zayo Network,null,null,12655 Edison Dr Alpharetta GA 30005
162,34.0644,-84.256,"20,424.70","243,355.94",Telecommunications,Dark Fiber - Metro,Office - Multi Tenant,On Zayo Network,null,null,3625 Brookside Pkwy Alpharetta GA 30022
163,34.0644,-84.256,"20,424.70","134,203.32",Telecommunications,Dark Fiber - Metro,Office - Multi Tenant,On Zayo Network,null,null,3625 Brookside Pkwy Alpharetta GA 30022
164,34.0865,-84.2678,"19,409.20","18,970.28",Telecommunications,Ethernet,Office - Single Tenant,On Zayo Network,null,null,5555 Windward Pkwy Alpharetta GA 30004
