uniqueID,Lat,Long,BuildCost,ProfitNPV,Industry,ProductGroup,BuildingType,NetStatus,isClosesd,isWon,StreetAddress
1671,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1672,32.8008,-96.8196,"26,388.00","52,680.19",IT Infrastructure,IP Services,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1673,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1674,32.8384,-96.8653,"26,985.00","70,672.72",IT Infrastructure,IP Services,Neutral Data Center,On Zayo Network,null,null,8600 Harry Hines Blvd Dallas TX 75235
1675,32.8008,-96.8196,"26,388.00","49,819.15",IT Infrastructure,IP Services,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1676,32.8008,-96.8196,"26,388.00","13,266.76",IT Infrastructure,IP Services,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1677,32.8384,-96.8653,"26,985.00","15,290.12",IT Infrastructure,IP Services,Neutral Data Center,On Zayo Network,null,null,8600 Harry Hines Blvd Dallas TX 75235
1678,32.7873,-96.7941,"15,880.20","51,726.51",IT Infrastructure,IP Services,Carrier Hotel,On Zayo Network,null,null,2323 Bryan St Dallas TX 75201
1679,32.7873,-96.7941,"15,880.20","11,851.04",IT Infrastructure,IP Services,Carrier Hotel,On Zayo Network,null,null,2323 Bryan St Dallas TX 75201
1680,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1681,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1682,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1683,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1684,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1685,32.8008,-96.8196,"26,388.00","83,169.53",IT Infrastructure,Dark Fiber - Metro,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1686,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1687,32.8008,-96.8196,"26,388.00",0,IT Infrastructure,Wavelengths - Long Haul,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
1688,32.8008,-96.8196,"26,388.00","83,432.19",IT Infrastructure,Dark Fiber - Metro,Carrier Hotel,On Zayo Network,null,null,1950 N Stemmons Fwy Dallas TX 75207
